content_id,name,offset,samples,NES (Neural Engagement Score),Benchmark,Tone,Issue
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:00,140,2.446648305,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:01,134,2.264645696,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:02,132,2.534463896,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:03,138,2.053313243,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:04,132,2.201969956,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:05,140,2.580480528,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:06,136,1.786704923,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:07,133,2.204363487,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:08,130,2.168095829,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:09,137,1.904343938,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:10,132,2.448813134,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:11,135,2.02409604,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:12,139,2.304982581,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:13,137,2.084807107,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:14,132,1.911970297,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:15,131,2.057384745,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:16,130,1.58804231,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:17,130,1.704345451,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:18,147,1.803858942,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:19,142,1.930244377,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:20,131,1.762419914,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:21,137,1.792522833,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:22,148,1.855721926,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:23,133,2.196959587,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:24,137,2.040636927,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:25,140,1.890246227,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:26,128,2.059412343,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:27,136,1.796815977,1.85043274,Fearful,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:28,139,1.587713516,1.85043274,Fearful,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:29,144,2.032126131,1.85043274,Fearful,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:30,129,2.019157336,1.85043274,Fearful,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:31,141,1.352511772,1.85043274,Fearful,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:32,137,1.958581111,1.85043274,Fearful,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:33,133,2.053903382,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:34,137,1.752089764,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:35,134,1.735736794,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:36,142,1.880911036,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:37,140,1.462375444,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:38,139,1.825945937,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:39,132,1.897696619,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:40,137,1.90783025,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:41,136,1.566818513,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:42,139,1.815265512,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:43,136,1.583954307,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:44,142,2.034605159,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:45,131,1.710175599,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:46,145,1.32926322,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:47,135,1.337380971,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:48,135,2.063974258,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:49,136,1.898101994,1.85043274,Inspirational,Gun Control
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:50,135,1.614039317,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:51,136,1.641811304,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:52,139,1.855345745,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:53,128,1.971822595,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:54,141,2.130449025,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:55,136,1.468066361,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:56,136,1.857158837,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:57,133,1.590267722,1.85043274,Inspirational,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:58,138,1.843802656,1.85043274,Informative,
1aOr0VJHSHGQEethTeUNFa,George | Mike Bloomberg for President,0:59,138,2.096397536,1.85043274,Informative,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:00,110,2.398788713,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:01,100,2.478756868,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:02,110,2.514071502,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:03,108,2.689818877,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:04,103,2.288808573,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:05,106,1.919971323,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:06,105,2.198843898,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:07,103,2.028833968,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:08,108,2.421787891,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:09,108,1.428080738,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:10,108,1.607099226,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:11,113,1.925809387,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:12,112,2.003365971,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:13,100,1.949304284,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:14,112,1.781089161,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:15,107,1.873636656,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:16,101,1.672294567,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:17,103,1.333890032,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:18,111,1.523399869,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:19,111,1.362399788,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:20,99,1.142424924,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:21,114,1.549555997,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:22,108,1.575631326,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:23,102,1.481933738,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:24,110,1.552249973,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:25,112,1.566818604,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:26,110,1.686465245,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:27,100,1.833514747,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:28,108,1.760893855,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:29,114,1.576566145,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:30,104,1.821154407,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:31,108,1.330663936,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:32,103,1.837532484,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:33,106,1.876132441,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:34,109,1.469097507,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:35,112,1.68416177,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:36,107,1.733530724,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:37,108,1.261685437,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:38,105,1.39684729,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:39,105,1.687703675,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:40,106,1.368034399,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:41,106,1.710296499,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:42,99,1.700182475,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:43,115,1.61803721,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:44,102,1.432809176,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:45,116,1.027756958,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:46,102,0.947059987,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:47,103,1.611707457,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:48,105,1.257109456,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:49,102,1.478599761,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:50,109,2.055986612,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:51,114,1.256699215,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:52,103,0.898138782,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:53,111,1.536212437,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:54,103,1.747714679,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:55,113,2.292396284,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:56,103,1.824427932,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:57,108,1.991073585,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:58,107,2.570516892,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,0:59,112,2.11770512,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:00,101,1.639736665,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:01,106,2.363596367,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:02,98,2.226965842,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:03,109,2.022644336,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:04,107,2.833034281,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:05,112,2.502591383,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:06,102,1.667614047,1.85043274,Lighthearted,
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:07,106,1.871899506,1.85043274,Lighthearted,Climate Change
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:08,102,1.659495825,1.85043274,Lighthearted,Climate Change
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:09,107,1.641582283,1.85043274,Lighthearted,Climate Change
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:10,107,1.418365958,1.85043274,Lighthearted,Climate Change
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:11,106,1.704141909,1.85043274,Lighthearted,Climate Change
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:12,100,1.451677669,1.85043274,Lighthearted,Climate Change
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:13,114,1.713548487,1.85043274,Lighthearted,Climate Change
42AAp94s77DYNgDS8Vg6IH,SodaStream Discovers Water On Mars: Fresh Sparkling Water in Seconds,1:14,104,1.662879023,1.85043274,Lighthearted,Climate Change
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:00,135,1.635907326,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:01,137,2.124994579,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:02,135,1.973255257,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:03,131,2.036831457,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:04,133,1.595503338,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:05,138,1.673718477,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:06,137,1.532343469,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:07,140,1.443031035,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:08,143,1.719609719,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:09,123,1.683477079,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:10,143,1.735567725,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:11,137,1.624748294,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:12,130,1.664042517,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:13,131,1.929448198,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:14,135,1.881986049,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:15,132,1.803651498,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:16,132,1.59216982,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:17,145,1.708552329,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:18,138,1.540058576,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:19,138,1.79312393,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:20,135,1.732836414,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:21,136,1.220393937,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:22,130,1.808411135,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:23,121,1.945809285,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:24,145,1.642845861,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:25,131,1.554187086,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:26,141,1.574530687,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:27,137,1.636889979,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:28,135,1.604060663,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:29,140,1.972490507,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:30,132,1.997616897,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:31,134,2.025463748,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:32,136,1.706276931,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:33,129,1.667264114,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:34,127,1.409628429,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:35,135,1.774836884,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:36,137,1.884617407,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:37,137,1.731235775,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:38,140,1.711594087,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:39,136,1.817705681,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:40,141,1.830033503,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:41,134,1.586695072,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:42,125,1.457125315,1.85043274,Informative,Gun Control
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:43,130,1.411298459,1.85043274,Informative,Gun Control
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:44,130,1.660173419,1.85043274,Informative,Gun Control
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:45,135,1.276099789,1.85043274,Informative,Gun Control
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:46,130,1.567883179,1.85043274,Informative,Gun Control
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:47,139,1.780267827,1.85043274,Informative,Gun Control
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:48,144,1.603424038,1.85043274,Informative,Gun Control
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:49,137,1.974875558,1.85043274,Informative,Gun Control
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:50,137,1.679758178,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:51,133,1.401601921,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:52,143,1.959382493,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:53,127,1.841033267,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:54,131,1.998495811,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:55,135,1.45713565,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:56,145,1.625565943,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:57,134,1.958340624,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:58,148,2.309366564,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,0:59,147,1.854922312,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,1:00,128,2.147789403,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,1:01,133,2.452527645,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,1:02,137,1.910711669,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,1:03,134,1.95303831,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,1:04,124,2.367527343,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,1:05,137,1.685014949,1.85043274,Inspirational,
6qviovmH0XYszc8QyWna2Y,NFL Media Originals - We Are in This Together,1:06,136,1.747578967,1.85043274,Inspirational,
